OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Are,Shape__Len,geo_text,census_Tract,pharm_desert_2020,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,HAI_CY
973,06,037,139703,06037139703,1397.03,Census Tract 1397.03,G5020,S,4728894,0,+34.1445790,-118.5320785,6921130.82422,15267.2129842,A06037139703,139703,,22,US,973,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,46
974,06,037,143901,06037143901,1439.01,Census Tract 1439.01,G5020,S,5281923,11638,+34.1321312,-118.4000525,7745376.55469,15503.9300123,A06037143901,143901,,23,US,974,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,54
975,06,037,135203,06037135203,1352.03,Census Tract 1352.03,G5020,S,4501434,0,+34.1918593,-118.6570808,6595539.51172,12332.4815636,A06037135203,135203,,24,US,975,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,93
976,06,037,101400,06037101400,1014,Census Tract 1014,G5020,S,6310056,0,+34.2428521,-118.2941612,9256640.50781,15739.5939811,A06037101400,101400,,25,US,976,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,64
977,06,037,980024,06037980024,9800.24,Census Tract 9800.24,G5020,S,7998841,288250,+34.1803242,-118.4883751,12137988.7969,17050.6759564,A06037980024,980024,,26,US,977,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,88
978,06,037,139802,06037139802,1398.02,Census Tract 1398.02,G5020,S,6077237,0,+34.1428640,-118.5563556,8894181.83203,17299.1348244,A06037139802,139802,,27,US,978,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,67
979,06,037,103200,06037103200,1032,Census Tract 1032,G5020,S,7414593,0,+34.2733525,-118.3402264,10884758.1172,19468.2515335,A06037103200,103200,,28,US,979,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,70
980,06,037,106112,06037106112,1061.12,Census Tract 1061.12,G5020,S,3222752,0,+34.3054910,-118.4124422,4734652.05859,18480.9742653,A06037106112,106112,,29,US,980,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,80
981,06,037,980021,06037980021,9800.21,Census Tract 9800.21,G5020,S,6879980,65862,+34.2700470,-118.3813338,10195022.3164,18963.3197683,A06037980021,980021,,30,US,981,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
982,06,037,262200,06037262200,2622,Census Tract 2622,G5020,S,8568505,0,+34.1017341,-118.4698062,12528139.0898,19270.8349415,A06037262200,262200,,31,US,982,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,49
983,06,037,262604,06037262604,2626.04,Census Tract 2626.04,G5020,S,5670209,335774,+34.0518499,-118.5493541,8771089.30859,20091.3274343,A06037262604,262604,,32,US,983,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,49
984,06,037,261102,06037261102,2611.02,Census Tract 2611.02,G5020,S,7952601,0,+34.1131995,-118.4248436,11630740.25,20985.6926914,A06037261102,261102,,33,US,984,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,49
985,06,037,800102,06037800102,8001.02,Census Tract 8001.02,G5020,S,52696961,14552,+34.0890371,-118.6226800,77070144.4688,57623.9869463,A06037800102,800102,,34,US,985,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
986,06,037,920303,06037920303,9203.03,Census Tract 9203.03,G5020,S,51543695,11077,+34.3160081,-118.6106718,75756318.457,50703.7830034,A06037920303,920303,,35,US,986,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
987,06,037,980020,06037980020,9800.20,Census Tract 9800.20,G5020,S,8532139,0,+34.2266886,-118.3034056,12511610.5078,22316.6236029,A06037980020,980020,,36,US,987,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
988,06,037,102107,06037102107,1021.07,Census Tract 1021.07,G5020,S,12908558,13753,+34.2409052,-118.3395988,18955558.793,23492.9509311,A06037102107,102107,,37,US,988,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,67
989,06,037,139702,06037139702,1397.02,Census Tract 1397.02,G5020,S,8849169,545563,+34.1365757,-118.5094499,13748768.332,24202.5375528,A06037139702,139702,,38,US,989,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,66
990,06,037,261101,06037261101,2611.01,Census Tract 2611.01,G5020,S,6527016,151199,+34.1161075,-118.4011401,9766823.63281,23572.4402502,A06037261101,261101,,39,US,990,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,49
991,06,037,262100,06037262100,2621,Census Tract 2621,G5020,S,8744712,27033,+34.1080230,-118.4569641,12823488.3438,25936.8102632,A06037262100,262100,,40,US,991,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,49
992,06,037,262301,06037262301,2623.01,Census Tract 2623.01,G5020,S,13055740,1359,+34.0925404,-118.4910639,19091957.9102,27479.6590544,A06037262301,262301,,41,US,992,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,49
993,06,037,262400,06037262400,2624,Census Tract 2624,G5020,S,11268733,0,+34.0918093,-118.5086270,16472348.2188,27700.9193847,A06037262400,262400,,42,US,993,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,49
994,06,037,980009,06037980009,9800.09,Census Tract 9800.09,G5020,S,20912226,356889,+34.1276072,-118.2963873,31123853.9336,29917.2992911,A06037980009,980009,,43,US,994,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
995,06,037,980028,06037980028,9800.28,Census Tract 9800.28,G5020,S,17299723,2367417,+33.9423871,-118.4160617,28647346.0938,31554.7481041,A06037980028,980028,,44,US,995,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
996,06,037,980014,06037980014,9800.14,Census Tract 9800.14,G5020,S,6478629,973260,+33.7824778,-118.2384201,10814887.625,25070.9325736,A06037980014,980014,,45,US,996,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
997,06,037,980026,06037980026,9800.26,Census Tract 9800.26,G5020,S,13865627,35273,+34.2734804,-118.2633014,20407719.4414,37925.0725099,A06037980026,980026,,46,US,997,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
998,06,037,930200,06037930200,9302,Census Tract 9302,G5020,S,304569513,679636,+34.3387926,-118.2894308,448827021.746,169892.512528,A06037930200,930200,,47,US,998,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
999,06,037,980019,06037980019,9800.19,Census Tract 9800.19,G5020,S,44210349,31076,+34.0925672,-118.5343628,64670248.7578,57421.2991881,A06037980019,980019,,48,US,999,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
1000,06,037,980031,06037980031,9800.31,Census Tract 9800.31,G5020,S,12641938,13284889,+33.7390903,-118.2585391,37586569.4375,30306.4755656,A06037980031,980031,,49,US,1000,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,21
1001,06,037,463900,06037463900,4639,Census Tract 4639,G5020,S,1873331,8647,+34.1292208,-118.1565380,2753483.70312,7117.63024952,A06037463900,463900,,0,US,1001,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1002,06,037,480804,06037480804,4808.04,Census Tract 4808.04,G5020,S,838408,0,+34.0957577,-118.1472584,1225674.24609,5536.41446556,A06037480804,480804,,1,US,1002,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1003,06,037,311801,06037311801,3118.01,Census Tract 3118.01,G5020,S,598159,6692,+34.1659449,-118.3059263,885695.816406,4456.19630236,A06037311801,311801,,2,US,1003,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1004,06,037,480803,06037480803,4808.03,Census Tract 4808.03,G5020,S,1091607,0,+34.0909207,-118.1536066,1595657.53906,5260.82949214,A06037480803,480803,,3,US,1004,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1005,06,037,601502,06037601502,6015.02,Census Tract 6015.02,G5020,S,490798,0,+33.9400822,-118.3635824,714900.238281,4232.04566872,A06037601502,601502,,4,US,1005,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1006,06,037,532302,06037532302,5323.02,Census Tract 5323.02,G5020,S,3298158,441,+34.0096885,-118.1751711,4812549.65625,11605.3179967,A06037532302,532302,,5,US,1006,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1007,06,037,531301,06037531301,5313.01,Census Tract 5313.01,G5020,S,792709,0,+34.0217432,-118.1822337,1156865.61328,5615.69000949,A06037531301,531301,,6,US,1007,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1008,06,037,530801,06037530801,5308.01,Census Tract 5308.01,G5020,S,769112,0,+34.0508765,-118.1883898,1123191.59375,5343.63908194,A06037530801,530801,,7,US,1008,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1009,06,037,482001,06037482001,4820.01,Census Tract 4820.01,G5020,S,2923750,24958,+34.0529634,-118.1585861,4306663.03906,9428.00437108,A06037482001,482001,,8,US,1009,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1010,06,037,481901,06037481901,4819.01,Census Tract 4819.01,G5020,S,1833957,0,+34.0710196,-118.1550450,2679530.93359,7267.64976728,A06037481901,481901,,9,US,1010,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1011,06,037,601600,06037601600,6016,Census Tract 6016,G5020,S,912444,0,+33.9348000,-118.3638535,1328909.98047,4730.13110551,A06037601600,601600,,10,US,1011,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1012,06,037,531201,06037531201,5312.01,Census Tract 5312.01,G5020,S,555365,0,+34.0297371,-118.1860676,810637.835938,4100.72901798,A06037531201,531201,,11,US,1012,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1013,06,037,702202,06037702202,7022.02,Census Tract 7022.02,G5020,S,1013380,0,+34.0081597,-118.4672218,1478436.93359,5092.34115897,A06037702202,702202,,12,US,1013,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1014,06,037,530901,06037530901,5309.01,Census Tract 5309.01,G5020,S,444140,0,+34.0432749,-118.1886037,648497.753906,3226.18139403,A06037530901,530901,,13,US,1014,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1015,06,037,602200,06037602200,6022,Census Tract 6022,G5020,S,2109294,960,+33.9219201,-118.3698319,3072627.20312,8716.36991166,A06037602200,602200,,14,US,1015,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1016,06,037,212420,06037212420,2124.20,Census Tract 2124.20,G5020,S,143454,0,+34.0560876,-118.3019777,209522.875,1825.60815295,A06037212420,212420,,15,US,1016,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,26
1017,06,037,532800,06037532800,5328,Census Tract 5328,G5020,S,551035,0,+33.9864059,-118.2520926,803507.925781,3694.54516791,A06037532800,532800,,16,US,1017,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1018,06,037,212306,06037212306,2123.06,Census Tract 2123.06,G5020,S,161921,0,+34.0561280,-118.2940727,236495.570312,1958.05216573,A06037212306,212306,,17,US,1018,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,43
1019,06,037,221820,06037221820,2218.20,Census Tract 2218.20,G5020,S,204263,0,+34.0304526,-118.2864985,298158.820312,2150.82189427,A06037221820,221820,,18,US,1019,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
1020,06,037,212304,06037212304,2123.04,Census Tract 2123.04,G5020,S,205676,0,+34.0598538,-118.2979144,300427.089844,2322.43515553,A06037212304,212304,,19,US,1020,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
1021,06,037,226410,06037226410,2264.10,Census Tract 2264.10,G5020,S,282483,0,+34.0241996,-118.2622815,412275.539062,2623.75721603,A06037226410,226410,,20,US,1021,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,57
1022,06,037,192520,06037192520,1925.20,Census Tract 1925.20,G5020,S,307803,0,+34.0799255,-118.3024972,449815.191406,2878.87396703,A06037192520,192520,,21,US,1022,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,36
1023,06,037,228420,06037228420,2284.20,Census Tract 2284.20,G5020,S,277392,0,+34.0082598,-118.2718914,404693.132812,2917.9736046,A06037228420,228420,,22,US,1023,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,42
1024,06,037,231210,06037231210,2312.10,Census Tract 2312.10,G5020,S,320681,0,+34.0145285,-118.2980282,467916.417969,2919.28095345,A06037231210,231210,,23,US,1024,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,35
1025,06,037,231710,06037231710,2317.10,Census Tract 2317.10,G5020,S,323785,0,+34.0073136,-118.2893576,472367.4375,2925.94677346,A06037231710,231710,,24,US,1025,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,41
1026,06,037,192510,06037192510,1925.10,Census Tract 1925.10,G5020,S,340750,0,+34.0798690,-118.3068568,497960.433594,2993.23407505,A06037192510,192510,,25,US,1026,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,37
1027,06,037,265510,06037265510,2655.10,Census Tract 2655.10,G5020,S,383468,0,+34.0564831,-118.4426278,560083.230469,3055.20761987,A06037265510,265510,,26,US,1027,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,51
1028,06,037,195720,06037195720,1957.20,Census Tract 1957.20,G5020,S,288980,0,+34.0737571,-118.2633774,422246.75,3077.06147881,A06037195720,195720,,27,US,1028,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,36
1029,06,037,530700,06037530700,5307,Census Tract 5307,G5020,S,1057568,0,+34.0592132,-118.1839770,1544749.44531,6579.99167797,A06037530700,530700,,28,US,1029,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1030,06,037,224320,06037224320,2243.20,Census Tract 2243.20,G5020,S,290770,0,+34.0415850,-118.2808542,424544.714844,3112.34077322,A06037224320,224320,,29,US,1030,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,67
1031,06,037,224200,06037224200,2242,Census Tract 2242,G5020,S,368196,0,+34.0406213,-118.2767182,537575.972656,3183.26260328,A06037224200,224200,,30,US,1031,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,63
1032,06,037,264301,06037264301,2643.01,Census Tract 2643.01,G5020,S,420166,0,+34.0509978,-118.4642912,613600.367188,3205.76350041,A06037264301,264301,,31,US,1032,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,48
1033,06,037,232800,06037232800,2328,Census Tract 2328,G5020,S,426644,0,+33.9923979,-118.2771883,622212.402344,3209.28540226,A06037232800,232800,,32,US,1033,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,38
1034,06,037,232110,06037232110,2321.10,Census Tract 2321.10,G5020,S,380033,0,+33.9994947,-118.2893178,554324.835938,3237.88449123,A06037232110,232110,,33,US,1034,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,33
1035,06,037,229200,06037229200,2292,Census Tract 2292,G5020,S,445674,0,+33.9982715,-118.2608283,650054.957031,3284.75286317,A06037229200,229200,,34,US,1035,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,46
1036,06,037,267502,06037267502,2675.02,Census Tract 2675.02,G5020,S,434714,0,+34.0375502,-118.4621616,634646.199219,3286.98157934,A06037267502,267502,,35,US,1036,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,40
1037,06,037,212900,06037212900,2129,Census Tract 2129,G5020,S,373620,0,+34.0494541,-118.3215149,545607.878906,3296.48953114,A06037212900,212900,,36,US,1037,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,26
1038,06,037,224420,06037224420,2244.20,Census Tract 2244.20,G5020,S,358669,0,+34.0316496,-118.2769038,523559.351562,3304.94973942,A06037224420,224420,,37,US,1038,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,22
1039,06,037,242100,06037242100,2421,Census Tract 2421,G5020,S,459615,0,+33.9456299,-118.2323662,669566.898438,3328.63717592,A06037242100,242100,,38,US,1039,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
1040,06,037,228220,06037228220,2282.20,Census Tract 2282.20,G5020,S,366214,0,+34.0060455,-118.2513193,534251.734375,3349.53166202,A06037228220,228220,,39,US,1040,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,39
1041,06,037,229100,06037229100,2291,Census Tract 2291,G5020,S,475049,0,+33.9921607,-118.2520958,692800.316406,3366.82613574,A06037229100,229100,,40,US,1041,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,46
1042,06,037,192610,06037192610,1926.10,Census Tract 1926.10,G5020,S,415408,0,+34.0813650,-118.2961539,607082.382812,3370.03757555,A06037192610,192610,,41,US,1042,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,24
1043,06,037,227020,06037227020,2270.20,Census Tract 2270.20,G5020,S,440119,0,+34.0157537,-118.2519330,642214.523438,3374.40726323,A06037227020,227020,,42,US,1043,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,47
1044,06,037,228210,06037228210,2282.10,Census Tract 2282.10,G5020,S,411032,0,+34.0104120,-118.2534818,599695.121094,3381.8372851,A06037228210,228210,,43,US,1044,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,37
1045,06,037,205110,06037205110,2051.10,Census Tract 2051.10,G5020,S,286962,0,+34.0245059,-118.2142985,418812.578125,3396.38886069,A06037205110,205110,,44,US,1045,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
1046,06,037,228720,06037228720,2287.20,Census Tract 2287.20,G5020,S,404152,0,+33.9993670,-118.2499406,589504.507812,3406.48958441,A06037228720,228720,,45,US,1046,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,61
1047,06,037,228710,06037228710,2287.10,Census Tract 2287.10,G5020,S,404789,0,+33.9993679,-118.2542903,590433.285156,3410.98553431,A06037228710,228710,,46,US,1047,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,31
1048,06,037,237710,06037237710,2377.10,Census Tract 2377.10,G5020,S,432281,0,+33.9726959,-118.2861364,630139.578125,3455.24455093,A06037237710,237710,,47,US,1048,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,38
1049,06,037,113235,06037113235,1132.35,Census Tract 1132.35,G5020,S,1433646,0,+34.2382508,-118.6516805,2102877.43359,10690.0419272,A06037113235,113235,,48,US,1049,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
1050,06,037,236202,06037236202,2362.02,Census Tract 2362.02,G5020,S,441964,0,+34.0170719,-118.3530792,644924.265625,3492.17965388,A06037236202,236202,,49,US,1050,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
1051,06,037,231800,06037231800,2318,Census Tract 2318,G5020,S,520258,0,+34.0074446,-118.2774651,759001.542969,3510.57912773,A06037231800,231800,,0,US,1051,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,51
1052,06,037,229300,06037229300,2293,Census Tract 2293,G5020,S,502415,515,+33.9979135,-118.2706778,733561.273438,3512.77928736,A06037229300,229300,,1,US,1052,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,38
1053,06,037,192700,06037192700,1927,Census Tract 1927,G5020,S,531205,0,+34.0800134,-118.2881064,776285.664062,3543.20635931,A06037192700,192700,,2,US,1053,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,36
1054,06,037,228900,06037228900,2289,Census Tract 2289,G5020,S,515517,0,+33.9920544,-118.2430143,751810.445312,3553.6941155,A06037228900,228900,,3,US,1054,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,34
1055,06,037,239310,06037239310,2393.10,Census Tract 2393.10,G5020,S,534855,0,+33.9785291,-118.2773062,779773.132812,3563.5741086,A06037239310,239310,,4,US,1055,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,36
1056,06,037,229410,06037229410,2294.10,Census Tract 2294.10,G5020,S,542426,0,+33.9922359,-118.2695618,791060.628906,3572.23593358,A06037229410,229410,,5,US,1056,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,37
1057,06,037,232120,06037232120,2321.20,Census Tract 2321.20,G5020,S,521876,0,+33.9996748,-118.2839315,761223.128906,3583.5479811,A06037232120,232120,,6,US,1057,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,37
1058,06,037,195710,06037195710,1957.10,Census Tract 1957.10,G5020,S,483410,0,+34.0747292,-118.2686024,706354.355469,3597.75820822,A06037195710,195710,,7,US,1058,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,34
1059,06,037,195802,06037195802,1958.02,Census Tract 1958.02,G5020,S,402523,0,+34.0756705,-118.2776960,588174.871094,3658.33034402,A06037195802,195802,,8,US,1059,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,44
1060,06,037,229420,06037229420,2294.20,Census Tract 2294.20,G5020,S,584157,0,+33.9925311,-118.2608177,851924.15625,3699.57092579,A06037229420,229420,,9,US,1060,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,36
1061,06,037,231900,06037231900,2319,Census Tract 2319,G5020,S,568841,0,+33.9997716,-118.2773419,829735.113281,3714.9883352,A06037231900,231900,,10,US,1061,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,27
1062,06,037,271802,06037271802,2718.02,Census Tract 2718.02,G5020,S,577405,0,+34.0198929,-118.4124738,842619.382812,3724.42000657,A06037271802,271802,,11,US,1062,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,48
1063,06,037,228320,06037228320,2283.20,Census Tract 2283.20,G5020,S,337041,0,+34.0078219,-118.2636360,491708.996094,3758.25046482,A06037228320,228320,,12,US,1063,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,37
1064,06,037,231400,06037231400,2314,Census Tract 2314,G5020,S,621035,0,+34.0145548,-118.3129995,906172.769531,3811.2976328,A06037231400,231400,,13,US,1064,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,42
1065,06,037,213100,06037213100,2131,Census Tract 2131,G5020,S,537044,0,+34.0506364,-118.3126928,784280.464844,3870.3470761,A06037213100,213100,,14,US,1065,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,29
1066,06,037,241110,06037241110,2411.10,Census Tract 2411.10,G5020,S,486637,0,+33.9364940,-118.2716976,708776.578125,3877.83368068,A06037241110,241110,,15,US,1066,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,44
1067,06,037,272302,06037272302,2723.02,Census Tract 2723.02,G5020,S,505134,0,+34.0021096,-118.4274418,736844.285156,3889.28777902,A06037272302,272302,,16,US,1067,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,26
1068,06,037,242000,06037242000,2420,Census Tract 2420,G5020,S,646734,0,+33.9392821,-118.2502155,942017.644531,3873.65538553,A06037242000,242000,,17,US,1068,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,45
1069,06,037,231300,06037231300,2313,Census Tract 2313,G5020,S,657452,0,+34.0145164,-118.3045380,959314.535156,3918.89385234,A06037231300,231300,,18,US,1069,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,44
1070,06,037,235201,06037235201,2352.01,Census Tract 2352.01,G5020,S,652606,0,+33.9745535,-118.3221148,951355.429688,3925.35742999,A06037235201,235201,,19,US,1070,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,47
1071,06,037,243100,06037243100,2431,Census Tract 2431,G5020,S,607019,0,+33.9327963,-118.2350934,884037.175781,3928.43856223,A06037243100,243100,,20,US,1071,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,35
1072,06,037,273600,06037273600,2736,Census Tract 2736,G5020,S,588642,0,+33.9933608,-118.4599433,858493.859375,3961.88481958,A06037273600,273600,,21,US,1072,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,42
1073,06,037,224700,06037224700,2247,Census Tract 2247,G5020,S,635819,0,+34.0262403,-118.2800160,928002.527344,3983.25832913,A06037224700,224700,,22,US,1073,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
1074,06,037,232200,06037232200,2322,Census Tract 2322,G5020,S,522957,0,+34.0017243,-118.2978735,762837.582031,3996.85647051,A06037232200,232200,,23,US,1074,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,38
1075,06,037,192410,06037192410,1924.10,Census Tract 1924.10,G5020,S,683899,0,+34.0798577,-118.3181008,999428.261719,3999.12790761,A06037192410,192410,,24,US,1075,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,40
1076,06,037,241400,06037241400,2414,Census Tract 2414,G5020,S,575556,0,+33.9255825,-118.2755595,838078.363281,4054.45298201,A06037241400,241400,,25,US,1076,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,38
1077,06,037,195300,06037195300,1953,Census Tract 1953,G5020,S,580349,0,+34.0992506,-118.2836893,848490.296875,4077.36546177,A06037195300,195300,,26,US,1077,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,53
